1 2 3 4 5 6 7 8 
7 12 13 301 901 14241 14612 14633 
7 12 13 121 301 14475 14612 14631 
3 7 23 24 301 14475 14476 14612 
7 12 13 57 301 14475 14612 14620 
3 7 23 24 301 14475 14476 14612 
7 12 13 783 860 14241 14612 14630 
7 12 13 783 862 14241 14612 14634 
7 12 13 121 3978 14241 14612 14635 
7 12 13 103 3978 14241 14612 14636 
7 12 13 34 3980 14612 14637 14638 
3 7 23 24 3980 13592 14612 14638 
7 12 13 141 3658 14460 14564 14612 
7 12 13 57 4349 14241 14612 14639 
7 12 13 64 2547 14241 14612 14640 
3 7 23 24 2891 14590 14612 14641 
7 12 13 69 2928 14241 14612 14642 
7 12 13 43 4117 14564 14612 14643 
7 12 13 2068 4117 14564 14612 14644 
7 12 13 67 3777 14241 14612 14645 
7 12 13 141 5353 14460 14564 14612 
3 7 23 24 5353 14465 14564 14612 
3 7 23 24 905 14612 14646 14647 
3 7 23 24 908 13614 13615 14612 
7 12 13 47 908 13615 14612 14648 
3 7 23 24 908 13614 13615 14612 
7 12 13 45 908 13615 14612 14649 
3 7 23 24 908 13614 13615 14612 
7 12 13 43 908 13615 14612 14650 
3 7 23 24 908 13614 13615 14612 
7 12 13 88 908 13615 14612 14651 
3 7 23 24 908 13614 13615 14612 
7 12 13 201 911 14241 14612 14652 
7 12 13 207 5107 14241 14612 14653 
7 12 13 141 3991 14612 14647 14654 
3 7 23 24 3991 14612 14646 14647 
7 12 13 2068 3780 14475 14612 14622 
7 12 13 2068 3780 14612 14655 14656 
3 7 23 24 3780 14475 14476 14612 
3 7 23 24 3781 14201 14612 14656 
7 12 13 2068 5254 14274 14612 14657 
3 7 23 24 2703 3080 14612 14658 
7 11 12 13 3982 14241 14612 14659 
7 12 13 34 4034 14346 14612 14660 
3 7 23 24 4034 13986 14346 14612 
7 12 13 77 3561 13615 14612 14661 
3 7 23 24 3561 13614 13615 14612 
7 12 13 1011 2068 13652 14612 14662 
7 12 13 938 1011 13652 14612 14663 
7 12 13 940 1011 13652 14612 14664 
7 12 13 899 1014 13652 14612 14665 
7 12 13 901 1014 13652 14612 14666 
7 12 13 860 1016 13651 13652 14612 
7 12 13 862 1016 13652 13658 14612 
7 12 13 121 1016 13652 13657 14612 
7 12 13 103 1016 13652 13656 14612 
7 12 13 57 1016 13652 13655 14612 
7 12 13 64 1016 13652 14612 14667 
7 12 13 69 1016 13652 14612 14668 
7 12 13 67 1016 13652 14612 14669 
7 12 13 201 1016 13652 14612 14670 
7 12 13 207 1016 13652 14612 14671 
7 11 12 13 1016 13652 14612 14672 
3 7 23 24 1016 13652 13661 14612 
7 12 13 141 929 12532 13555 14612 
7 12 13 45 937 13615 14612 14649 
3 7 23 24 937 13614 13615 14612 
7 12 13 49 937 13615 14612 14673 
3 7 23 24 937 13614 13615 14612 
7 12 13 47 937 13615 14612 14648 
3 7 23 24 937 13614 13615 14612 
7 12 13 51 937 13615 14612 14674 
3 7 23 24 937 13614 13615 14612 
7 12 13 53 937 13615 14612 14675 
3 7 23 24 937 13614 13615 14612 
7 12 13 49 937 13615 14612 14673 
3 7 23 24 937 13614 13615 14612 
7 12 13 47 953 13615 14612 14648 
3 7 23 24 953 13614 13615 14612 
7 12 13 43 955 13615 14612 14650 
3 7 23 24 955 13614 13615 14612 
7 12 13 51 955 12532 14612 14676 
7 12 13 53 955 12532 13556 14612 
7 12 13 49 955 12532 14612 14677 
7 12 13 47 955 12532 13557 14612 
7 12 13 45 955 12532 13558 14612 
7 12 13 43 955 12532 13559 14612 
7 12 13 88 955 12532 13560 14612 
7 12 13 94 955 12532 13561 14612 
7 12 13 77 955 12532 13562 14612 
3 7 23 24 957 12532 13563 14612 
3 7 3818 3819 3926 14448 14612 14678 
7 12 13 88 3926 13615 14612 14651 
3 7 808 809 3926 14448 14612 14679 
3 7 23 24 3926 13614 13615 14612 
7 12 13 88 3082 14007 14612 14680 
7 12 13 94 2956 14007 14612 14681 
7 12 13 77 2956 14007 14612 14682 
7 12 13 47 3291 14448 14612 14683 
7 12 13 45 3291 14448 14612 14684 
7 12 13 940 5118 14612 14685 14686 
3 7 23 24 5118 14612 14686 14687 
7 12 13 938 5118 14612 14686 14688 
3 7 23 24 5118 14612 14686 14687 
7 12 13 938 5118 14612 14689 14690 
7 12 13 940 4363 14612 14690 14691 
7 12 13 899 4363 14612 14690 14692 
7 12 13 940 4363 14612 14685 14686 
7 12 13 860 4363 14612 14690 14693 
3 7 23 24 4363 14612 14686 14687 
3 7 23 24 4363 14612 14690 14694 
7 12 13 53 4363 14612 14686 14695 
7 12 13 69 4363 14448 14612 14696 
3 7 23 24 4363 14612 14686 14687 
3 7 23 24 4363 12569 14448 14612 
7 12 13 51 4363 14612 14686 14697 
3 7 23 24 4363 14612 14686 14687 
7 12 13 77 2894 14612 14686 14698 
3 7 23 24 2894 14612 14686 14687 
7 12 13 708 899 14612 14686 14699 
3 7 23 24 708 14612 14686 14687 
7 12 13 2068 4271 14589 14590 14612 
7 12 13 940 4271 14590 14612 14700 
7 12 13 901 4271 14612 14686 14701 
3 7 23 24 4271 14612 14686 14687 
3 7 23 24 4271 14590 14612 14641 
7 12 13 569 860 14612 14686 14702 
3 7 23 24 569 14612 14686 14687 
7 12 13 901 2243 14612 14686 14701 
3 7 23 24 2243 14612 14686 14687 
7 12 13 938 4912 14530 14612 14703 
7 12 13 940 4912 14530 14612 14704 
7 12 13 899 4912 14530 14612 14705 
7 12 13 901 4912 14530 14612 14706 
7 12 13 860 4912 14530 14612 14707 
7 12 13 944 4912 14530 14612 14708 
7 12 13 862 4912 14530 14612 14709 
7 12 13 121 4912 14530 14612 14710 
7 12 13 103 4912 14530 14612 14711 
3 7 23 24 4912 14530 14532 14612 
7 12 13 57 4912 14530 14612 14712 
7 12 13 64 4912 14530 14612 14713 
7 12 13 69 4912 14530 14612 14714 
7 12 13 67 4912 14530 14547 14612 
7 12 13 201 4912 14530 14549 14612 
7 12 13 207 4912 14530 14550 14612 
7 11 12 13 4912 14530 14561 14612 
3 7 23 24 4912 14530 14532 14612 
7 12 13 51 4274 14612 14626 14715 
7 12 13 53 4274 14612 14626 14716 
7 12 13 49 4274 14612 14626 14717 
7 12 13 47 4274 14612 14626 14718 
7 12 13 45 4274 14612 14626 14719 
7 12 13 43 4274 14612 14626 14720 
7 12 13 88 4274 14612 14626 14721 
7 12 13 94 4274 14612 14626 14722 
7 12 13 77 4274 14612 14626 14723 
7 12 13 49 4274 14612 14626 14717 
7 12 13 53 4274 14612 14626 14716 
7 12 13 51 4274 14612 14626 14715 
7 12 13 860 3094 14612 14686 14702 
7 12 13 3094 5616 14612 14686 14724 
7 12 13 3094 5616 14612 14686 14724 
3 7 23 24 3094 14612 14686 14687 
7 12 13 944 3094 14612 14686 14725 
3 7 23 24 3094 14612 14686 14687 
7 12 13 862 3106 14612 14686 14726 
3 7 23 24 3106 14612 14686 14687 
7 12 13 121 151 14612 14686 14727 
3 7 23 24 151 14612 14686 14687 
3 7 23 24 151 12569 14448 14612 
7 12 13 34 4365 14448 14612 14728 
7 12 13 51 2250 14448 14612 14729 
7 12 13 53 2250 14448 14612 14730 
7 12 13 49 2250 14448 14612 14731 
3 7 23 24 2250 12569 14448 14612 
7 12 13 103 3519 14612 14686 14732 
3 7 23 24 3519 14612 14686 14687 
7 12 13 862 2251 14612 14626 14733 
7 12 13 121 2251 14612 14626 14734 
7 12 13 103 2251 14612 14626 14735 
7 12 13 57 2251 14612 14626 14736 
7 12 13 64 2251 14612 14626 14737 
7 12 13 69 2251 14612 14626 14738 
7 12 13 67 2251 14612 14626 14739 
7 12 13 201 2251 14612 14626 14740 
7 12 13 207 2251 14612 14626 14741 
7 11 12 13 2251 14612 14626 14742 
7 12 13 141 2251 14612 14743 14744 
3 7 23 24 3693 14612 14626 14627 
3 7 23 24 3693 14277 14612 14744 
7 12 13 88 3693 14448 14612 14745 
7 12 13 94 3693 14448 14612 14746 
7 12 13 77 3693 13697 14448 14612 
3 7 23 24 3693 12569 14448 14612 
7 12 13 141 3693 13569 14612 14747 
3 7 23 24 3693 13571 14612 14747 
7 12 13 57 5256 14612 14686 14748 
3 7 23 24 5256 14612 14686 14687 
7 12 13 88 158 12499 14612 14749 
7 12 13 43 158 12499 14612 14750 
7 12 13 308 2068 14612 14747 14751 
3 7 23 24 308 13571 14612 14747 
7 12 13 385 2068 14200 14236 14612 
3 7 23 24 385 14198 14236 14612 
7 12 13 49 385 12499 14612 14752 
7 12 13 47 385 12499 14612 14753 
7 12 13 45 3665 12499 14612 14754 
7 12 13 862 3665 12499 14612 14755 
7 12 13 121 3665 12499 14612 14756 
7 12 13 141 3665 14297 14437 14612 
7 12 13 103 3665 12499 14612 14757 
7 12 13 57 3665 12499 14612 14758 
7 12 13 64 3665 12499 14612 14759 
7 12 13 69 3665 12499 14612 14760 
3 7 23 24 3665 14238 14297 14612 
7 12 13 958 3665 14297 14612 14761 
3 7 23 24 3665 14238 14297 14612 
3 7 23 24 3665 12499 12500 14612 
3 7 23 24 3836 14554 14555 14612 
7 12 13 141 3836 14612 14762 14763 
3 7 23 24 3836 14612 14763 14764 
7 12 13 860 3836 14554 14612 14765 
7 12 13 944 4747 14612 14766 14767 
3 7 23 24 4747 14612 14767 14768 
7 12 13 2068 3115 14612 14769 14770 
3 7 23 24 3115 14257 14612 14770 
7 12 13 860 3959 14612 14767 14771 
7 12 13 77 3959 14123 14612 14772 
3 7 23 24 3959 14122 14123 14612 
3 7 23 24 1017 14612 14773 14774 
7 12 13 486 1539 14448 14612 14775 
7 12 13 433 1539 14448 14612 14776 
7 12 13 51 1539 14448 14612 14729 
7 12 13 220 1539 14448 14612 14777 
7 12 13 53 1539 14448 14612 14730 
7 12 13 49 1539 14448 14612 14731 
7 12 13 220 1539 14448 14612 14778 
7 12 13 47 1539 14448 14612 14683 
7 12 13 220 1539 14448 14612 14779 
7 12 13 45 1539 14448 14612 14684 
7 12 13 43 1539 14448 14471 14612 
7 12 13 88 1539 14448 14612 14745 
7 12 13 94 1539 14448 14612 14746 
7 12 13 77 1539 13697 14448 14612 
3 7 23 24 1539 14612 14767 14768 
3 7 23 24 1539 12569 14448 14612 
7 12 13 2068 4467 14612 14774 14780 
7 12 13 141 3117 14612 14690 14781 
3 7 23 24 3117 14612 14773 14774 
3 7 23 24 3117 14612 14690 14694 
7 12 13 141 3117 14382 14456 14612 
3 7 23 24 3117 14233 14382 14612 
7 12 13 899 3121 13705 14612 14782 
7 12 13 938 3121 13694 14612 14782 
7 12 13 3121 5592 14612 14774 14783 
7 12 13 940 3121 13698 14612 14782 
3 7 23 24 3121 14612 14773 14774 
7 12 13 2066 3121 14612 14774 14784 
7 12 13 938 3121 14285 14572 14612 
3 7 23 24 3121 14612 14773 14774 
7 12 13 899 3124 14285 14574 14612 
3 7 23 24 3124 13696 14612 14782 
7 12 13 141 3295 14475 14612 14785 
3 7 23 24 3295 14475 14476 14612 
7 11 12 13 3369 14475 14612 14786 
3 7 23 24 3369 14475 14476 14612 
7 12 13 64 2273 14612 14767 14787 
3 7 23 24 2273 14612 14767 14768 
7 12 13 69 2273 14612 14767 14788 
3 7 23 24 2273 14612 14767 14768 
7 12 13 67 2273 14612 14767 14789 
3 7 23 24 2273 14612 14767 14768 
7 12 13 64 2273 14612 14686 14790 
3 7 23 24 2273 14612 14686 14687 
7 12 13 201 2273 14612 14767 14791 
3 7 23 24 2273 14612 14767 14768 
7 12 13 207 2275 14612 14767 14792 
7 12 13 2068 2275 14612 14774 14780 
7 12 13 546 938 14612 14689 14690 
3 7 23 24 546 14612 14767 14768 
3 7 23 24 546 14612 14773 14774 
7 12 13 69 3521 14612 14686 14793 
3 7 23 24 3521 14612 14686 14687 
7 12 13 67 716 14612 14686 14794 
3 7 23 24 716 14612 14686 14687 
7 12 13 201 2190 14612 14686 14795 
3 7 23 24 2190 14612 14686 14687 
7 12 13 207 4372 14612 14686 14796 
3 7 23 24 4372 14612 14686 14687 
7 12 13 141 4372 14612 14767 14797 
7 12 13 141 3133 11178 14472 14612 
3 7 23 24 3133 11178 13986 14612 
7 11 12 13 3133 14612 14686 14798 
3 7 23 24 3133 14612 14686 14687 
7 12 13 94 3577 14123 14612 14799 
3 7 23 24 3577 14122 14123 14612 
7 12 13 88 3135 14123 14612 14800 
3 7 23 24 3135 14122 14123 14612 
7 12 13 940 3135 14123 14612 14801 
3 7 23 24 3135 14122 14123 14612 
7 12 13 433 3139 14554 14612 14802 
7 12 13 486 3139 14554 14612 14803 
3 7 23 24 3139 14554 14555 14612 
7 12 13 51 3586 14554 14612 14804 
3 7 23 24 3586 14554 14555 14612 
7 12 13 2068 3586 14530 14612 14805 
3 7 23 24 3141 14530 14532 14612 
7 12 13 53 3141 14554 14612 14806 
3 7 23 24 3141 14554 14555 14612 
7 12 13 49 3593 14554 14612 14807 
3 7 23 24 3593 14554 14555 14612 
7 12 13 53 3593 14554 14612 14806 
3 7 23 24 3593 14554 14555 14612 
7 12 13 938 4963 14487 14612 14808 
7 12 13 2068 4963 14612 14686 14809 
7 12 13 47 4963 14554 14612 14810 
3 7 23 24 4963 14554 14555 14612 
3 7 23 24 4963 14612 14686 14687 
3 7 23 24 3997 14612 14686 14687 
7 12 13 141 3997 14612 14686 14811 
3 7 23 24 3997 14612 14686 14687 
7 13 107 108 3997 14612 14686 14812 
3 7 23 24 3376 14612 14686 14687 
3 7 23 24 3376 14612 14767 14768 
7 12 13 958 3302 14612 14686 14813 
3 7 23 24 3302 14612 14686 14687 
7 12 13 636 2068 14612 14686 14809 
3 7 23 24 636 14612 14686 14687 
7 12 13 141 394 14612 14767 14797 
3 7 23 24 394 14612 14767 14768 
7 12 13 141 429 13949 13950 14612 
7 12 13 429 2068 13949 14612 14814 
7 12 13 192 862 13949 14612 14815 
7 12 13 121 192 13949 14612 14816 
7 12 13 103 192 13949 14612 14817 
7 12 13 57 192 13949 14612 14818 
7 12 13 64 192 13949 14612 14819 
7 12 13 69 192 13949 14612 14820 
7 12 13 67 192 13949 14612 14821 
7 12 13 192 201 13949 14612 14822 
7 12 13 192 207 13949 14612 14823 
7 11 12 13 192 13949 14612 14824 
7 12 13 192 938 14175 14612 14825 
7 12 13 196 2068 14487 14612 14826 
3 7 23 24 196 14163 14175 14612 
7 12 13 196 958 13949 14612 14827 
3 7 23 24 196 14163 14175 14612 
3 7 23 24 2897 13948 13949 14612 
7 12 13 940 3145 14612 14690 14691 
3 7 23 24 3145 14612 14690 14694 
7 12 13 49 2958 14612 14828 14829 
7 12 13 47 2958 14612 14829 14830 
7 12 13 45 2958 14612 14829 14831 
7 12 13 43 2958 14612 14829 14832 
7 12 13 88 2958 14612 14829 14833 
7 12 13 94 2958 14612 14829 14834 
7 12 13 77 2958 14612 14829 14835 
3 7 23 24 2958 14612 14773 14829 
7 12 13 34 4535 14612 14829 14836 
7 12 13 141 3312 13795 13796 14612 
3 7 23 24 3312 13796 13797 14612 
7 12 13 34 3312 14612 14829 14836 
7 12 13 958 3314 14612 14829 14837 
7 12 13 958 3314 14612 14829 14837 
7 12 13 34 3314 14612 14829 14836 
7 12 13 34 3314 14612 14829 14836 
7 12 13 34 3314 14612 14829 14836 
7 12 13 34 3673 14612 14829 14836 
7 12 13 34 3673 14612 14829 14836 
7 12 13 34 3673 14612 14829 14836 
3 7 23 24 3673 14612 14773 14829 
3 7 23 24 3846 14612 14838 14839 
7 12 13 938 3315 14612 14839 14840 
7 12 13 940 3315 14612 14839 14841 
7 12 13 899 3315 14612 14839 14842 
7 12 13 899 3315 14612 14839 14842 
7 12 13 938 5418 14612 14839 14840 
7 12 13 938 5418 14612 14839 14840 
7 12 13 940 5418 14612 14839 14841 
7 12 13 899 5418 14612 14839 14842 
3 7 23 24 5418 14612 14838 14839 
7 12 13 641 2068 14612 14843 14844 
3 7 23 24 641 14612 14844 14845 
7 12 13 2068 3172 14577 14601 14612 
3 7 23 24 3742 14576 14577 14612 
7 12 13 34 2702 13753 14231 14612 
3 7 23 24 2702 13549 14231 14612 
7 12 13 940 2505 14612 14839 14841 
7 12 13 901 2505 14255 14612 14846 
3 7 23 24 5157 14254 14255 14612 
3 7 808 809 5157 14255 14612 14847 
7 12 13 938 5157 14255 14612 14848 
7 12 13 940 5157 14255 14612 14849 
7 12 13 899 5157 14255 14612 14850 
7 12 13 899 2054 14255 14612 14850 
7 12 13 901 2054 14255 14612 14846 
7 12 13 899 2054 14255 14612 14850 
7 12 13 940 2054 14255 14612 14849 
7 12 13 940 2054 14255 14612 14849 
7 12 13 938 3866 14255 14612 14848 
3 7 23 24 3866 14254 14255 14612 
3 7 23 24 3866 14254 14255 14612 
3 7 808 809 2484 13803 14612 14851 
7 12 13 220 2484 14554 14612 14852 
3 7 23 24 2484 14554 14555 14612 
7 12 13 34 99 14612 14853 14854 
3 7 23 24 99 14612 14854 14855 
3 7 23 24 645 14612 14838 14839 
7 12 13 899 2532 14612 14839 14842 
7 12 13 141 3182 13802 13803 14612 
7 12 13 141 3182 13802 13803 14612 
3 7 23 24 3182 13803 13804 14612 
7 12 13 958 3765 14612 14839 14856 
3 7 23 24 3765 14612 14838 14839 
3 7 23 24 3765 14612 14838 14839 
3 7 23 24 4153 14576 14577 14612 
7 12 13 34 4153 14274 14612 14857 
3 7 23 24 4153 14212 14274 14612 
7 12 13 938 2900 14241 14588 14612 
7 12 13 45 2900 14554 14597 14612 
3 7 23 24 2900 14554 14555 14612 
7 12 13 141 3186 14612 14858 14859 
3 7 23 24 3186 14612 14859 14860 
7 12 13 141 3187 13547 14231 14612 
3 7 23 24 2507 13549 14231 14612 
7 11 12 13 2508 14577 14603 14612 
7 12 13 141 2509 14520 14521 14612 
3 7 23 24 2509 14576 14577 14612 
3 7 23 24 2509 14520 14522 14612 
7 12 13 2068 2509 14577 14601 14612 
3 7 23 24 2510 14612 14861 14862 
3 7 23 24 2510 14576 14577 14612 
7 12 13 118 141 14612 14647 14654 
3 7 23 24 118 14612 14646 14647 
7 12 13 207 2135 14612 14863 14864 
3 7 23 24 4164 13592 14612 14638 
7 12 13 860 2475 14612 14864 14865 
7 11 12 13 2475 14612 14864 14866 
3 7 23 24 2475 14024 14612 14864 
7 12 13 940 3721 4978 14612 14867 
3 7 23 24 3201 3721 14459 14612 
7 12 13 34 326 14274 14612 14857 
3 7 23 24 326 14212 14274 14612 
7 12 13 899 3600 14285 14574 14612 
7 12 13 940 3600 14285 14573 14612 
3 7 23 24 3788 14284 14285 14612 
7 12 13 141 822 14006 14007 14612 
7 12 13 822 2068 14007 14612 14868 
3 7 23 24 822 14007 14008 14612 
7 12 13 2068 4706 14487 14612 14826 
7 12 13 940 4706 14487 14612 14869 
7 12 13 938 4706 14487 14612 14808 
7 12 13 899 4706 14487 14612 14870 
7 12 13 901 4706 14487 14612 14871 
7 12 13 860 4706 14487 14612 14872 
3 7 23 24 4706 14155 14487 14612 
7 12 13 141 2156 14612 14647 14873 
3 7 23 24 2156 14612 14647 14874 
7 12 13 88 4738 14554 14556 14612 
7 12 13 77 549 14554 14612 14875 
3 7 23 24 549 14554 14555 14612 
7 12 13 133 940 14612 14744 14876 
3 7 23 24 133 14277 14612 14744 
3 7 23 24 2010 13592 14612 14638 
7 12 13 34 3798 14612 14770 14877 
3 7 23 24 3798 14257 14612 14770 
7 12 13 141 3944 13594 14612 14638 
3 7 23 24 3944 13592 14612 14638 
7 12 13 958 2679 14612 14638 14878 
3 7 23 24 2144 13592 14612 14638 
7 12 13 94 2801 14033 14043 14612 
7 12 13 77 2801 14033 14044 14612 
7 12 13 34 3242 14612 14862 14879 
3 7 23 24 3242 14612 14861 14862 
7 12 13 201 4193 10768 14033 14612 
7 12 13 141 3343 14612 14862 14880 
3 7 23 24 3243 14612 14861 14862 
7 12 13 2068 3914 14612 14862 14881 
3 7 23 24 3914 14612 14861 14862 
7 12 13 862 2573 14612 14770 14882 
3 7 23 24 2573 14257 14612 14770 
7 12 13 121 200 14612 14770 14883 
3 7 23 24 200 14257 14612 14770 
7 12 13 51 204 3721 14612 14884 
7 12 13 53 206 3721 14612 14885 
7 12 13 103 211 14612 14770 14886 
3 7 23 24 211 14257 14612 14770 
7 12 13 49 213 3721 14612 14887 
7 12 13 47 3721 4040 14612 14888 
7 12 13 45 3721 4040 14612 14889 
7 12 13 88 3721 4040 14458 14612 
7 12 13 43 2149 3721 14457 14612 
7 12 13 45 2149 3721 14612 14889 
7 12 13 47 2149 3721 14612 14888 
7 12 13 49 2149 3721 14612 14887 
7 12 13 57 3721 4404 14612 14890 
3 7 23 24 3721 4404 14459 14612 
7 12 13 57 4404 14612 14770 14891 
3 7 23 24 4404 14257 14612 14770 
7 12 13 207 525 10770 14033 14612 
7 11 12 13 2914 10771 14033 14612 
3 7 23 24 2914 7393 14033 14612 
7 11 12 13 2914 10771 14033 14612 
7 12 13 2068 2914 14033 14045 14612 
3 7 23 24 2914 7393 14033 14612 
7 12 13 2068 3877 14033 14045 14612 
3 7 23 24 3877 7393 14033 14612 
7 12 13 64 2470 14612 14770 14892 
3 7 23 24 2470 14257 14612 14770 
7 12 13 69 2060 14612 14770 14893 
3 7 23 24 2060 14257 14612 14770 
7 12 13 958 2813 14612 14894 14895 
3 7 23 24 2813 14612 14895 14896 
7 12 13 121 4624 14612 14897 14898 
7 12 13 938 2063 14612 14898 14899 
7 12 13 940 2063 14612 14898 14900 
7 12 13 899 2063 14612 14898 14901 
7 12 13 901 2063 14612 14898 14902 
7 12 13 339 860 14612 14898 14903 
7 12 13 340 940 14241 14612 14629 
7 12 13 67 491 14612 14770 14904 
3 7 23 24 491 14257 14612 14770 
7 12 13 491 862 14612 14898 14905 
3 7 23 24 491 14612 14898 14906 
7 12 13 141 2853 14230 14612 14907 
3 7 23 24 2853 14229 14230 14612 
7 12 13 201 2237 14612 14770 14908 
3 7 23 24 2237 14257 14612 14770 
3 7 23 24 3251 14240 14241 14612 
7 12 13 141 416 12522 12524 14612 
3 7 23 24 2866 12521 12522 14612 
7 12 13 34 2570 13753 14231 14612 
3 7 23 24 2570 13549 14231 14612 
7 12 13 34 2562 14612 14857 14909 
3 7 23 24 2562 14212 14612 14909 
3 7 23 24 586 14240 14241 14612 
7 12 13 141 2217 14217 14612 14910 
3 7 23 24 2217 14216 14217 14612 
7 12 13 34 623 14612 14911 14912 
3 7 23 24 623 14415 14612 14912 
7 12 13 34 4063 14219 14612 14913 
3 7 23 24 4063 13943 14219 14612 
7 12 13 751 860 14217 14612 14914 
3 7 23 24 751 14216 14217 14612 
7 12 13 754 901 14217 14612 14915 
3 7 23 24 754 14216 14217 14612 
7 12 13 899 2633 14217 14612 14916 
3 7 23 24 2633 14216 14217 14612 
7 12 13 938 2964 14217 14612 14917 
3 7 23 24 2964 14216 14217 14612 
7 12 13 940 2295 14217 14612 14918 
3 7 23 24 74 14216 14217 14612 
7 12 13 67 8239 14441 14612 14919 
3 7 23 24 8239 14441 14442 14612 
7 12 13 938 4109 13787 14467 14612 
7 12 13 899 8713 14467 14612 14920 
7 12 13 901 3032 14467 14612 14921 
7 12 13 860 2886 14467 14575 14612 
7 12 13 2068 2886 14140 14467 14612 
7 12 13 377 2068 14140 14467 14612 
7 12 13 958 3923 14612 14922 14923 
3 7 23 24 3280 14612 14923 14924 
7 12 13 94 3280 14553 14554 14612 
3 7 23 24 3280 14554 14555 14612 
7 12 13 141 2298 14382 14456 14612 
3 7 23 24 2298 14233 14382 14612 
7 12 13 49 4258 14461 14612 14770 
3 7 23 24 4258 14257 14612 14770 
7 12 13 43 4259 14612 14770 14925 
3 7 23 24 4259 14257 14612 14770 
7 12 13 45 4259 14612 14770 14926 
3 7 23 24 4259 14257 14612 14770 
7 12 13 47 4259 14464 14612 14770 
3 7 23 24 4259 14257 14612 14770 
7 12 13 958 3740 14922 14923 14927 
3 7 23 24 3740 14923 14924 14927 
7 12 13 45 284 14770 14926 14927 
3 7 23 24 284 14257 14770 14927 
7 12 13 34 3288 14219 14913 14927 
3 7 23 24 3288 13943 14219 14927 
7 12 13 43 2151 14770 14925 14927 
3 7 23 24 2151 14257 14770 14927 
7 12 13 45 2151 14770 14926 14927 
3 7 23 24 2151 14257 14770 14927 
7 12 13 290 862 13789 14467 14927 
7 12 13 121 290 13934 14467 14927 
7 12 13 103 290 13935 14467 14927 
7 12 13 57 290 13936 14467 14927 
7 12 13 64 290 13937 14467 14927 
3 7 23 24 3978 13586 14166 14927 
7 12 13 141 3980 12536 14927 14928 
7 12 13 88 3980 14770 14927 14929 
3 7 23 24 3980 14257 14770 14927 
3 7 23 24 3659 13586 14166 14927 
7 12 13 958 4349 14166 14927 14930 
3 7 23 24 4349 13586 14166 14927 
7 12 13 141 4349 13585 14166 14927 
3 7 23 24 4349 13586 14166 14927 
7 12 13 56 2068 13637 14166 14927 
7 12 13 56 486 13584 14166 14927 
3 7 23 24 60 13586 14166 14927 
7 12 13 51 60 13640 14166 14927 
3 7 23 24 60 13586 14166 14927 
7 12 13 53 60 13641 14166 14927 
3 7 23 24 60 13586 14166 14927 
7 12 13 49 60 13642 14166 14927 
3 7 23 24 2392 13586 14166 14927 
7 12 13 47 2392 13643 14166 14927 
3 7 23 24 2392 13586 14166 14927 
7 12 13 47 62 13643 14166 14927 
3 7 23 24 62 13586 14166 14927 
7 12 13 45 3777 13644 14166 14927 
3 7 23 24 3777 13586 14166 14927 
7 12 13 43 3777 13645 14166 14927 
3 7 23 24 3777 13586 14166 14927 
7 12 13 45 3777 13644 14166 14927 
3 7 23 24 5353 13586 14166 14927 
7 12 13 45 5353 13644 14166 14927 
3 7 23 24 5353 13586 14166 14927 
7 12 13 47 5353 13643 14166 14927 
3 7 23 24 5353 13586 14166 14927 
7 12 13 220 5353 14166 14927 14931 
3 7 23 24 66 13586 14166 14927 
7 12 13 43 5107 13645 14166 14927 
3 7 23 24 5107 13586 14166 14927 
7 12 13 141 3991 14424 14770 14927 
3 7 23 24 3991 14257 14770 14927 
7 12 13 88 3991 13646 14166 14927 
3 7 23 24 3991 13586 14166 14927 
7 12 13 77 3779 14554 14875 14927 
3 7 23 24 3779 14554 14555 14927 
7 12 13 935 2066 12536 14927 14932 
3 7 23 24 935 12536 14155 14927 
7 12 13 2068 3616 12536 14826 14927 
3 7 23 24 3616 12536 14155 14927 
7 12 13 94 951 13647 14166 14927 
3 7 23 24 951 13586 14166 14927 
7 12 13 141 955 14554 14927 14933 
3 7 23 24 955 14554 14555 14927 
7 12 13 220 957 14554 14852 14927 
3 7 23 24 957 14554 14555 14927 
7 12 13 944 4125 13941 14219 14927 
3 7 23 24 4125 13943 14219 14927 
7 12 13 69 571 13939 14467 14927 
7 12 13 67 571 13940 14467 14927 
7 12 13 201 571 13967 14467 14927 
7 12 13 207 571 13971 14467 14927 
7 11 12 13 571 13989 14467 14927 
7 12 13 571 940 13862 14467 14927 
3 7 23 24 2243 13790 14467 14927 
7 12 13 77 3106 13648 14166 14927 
3 7 23 24 2249 13586 14166 14927 
3 7 23 24 323 12521 12522 14927 
7 12 13 94 2930 12522 14927 14934 
3 7 23 24 2930 12521 12522 14927 
7 12 13 77 2930 12522 14927 14935 
3 7 23 24 4141 12521 12522 14927 
7 12 13 141 4141 12522 12524 14927 
3 7 23 24 4141 12521 12522 14927 
7 12 13 220 716 12522 14927 14936 
3 7 23 24 716 12521 12522 14927 
7 12 13 220 723 13931 14927 14937 
7 12 13 220 723 13931 14927 14938 
7 12 13 69 4499 13931 14927 14939 
7 12 13 67 4499 13931 14927 14940 
7 12 13 47 4499 12522 14927 14941 
7 12 13 201 4499 13931 14927 14942 
7 12 13 201 392 13931 14927 14942 
7 12 13 207 392 13931 14927 14943 
3 7 23 24 392 12521 12522 14927 
7 12 13 77 392 13931 14927 14944 
7 12 13 88 2190 13931 14927 14945 
